first				second				third				
A	T	C	G	A	T	C	G	A	T	C	G	length
0.26178	0.151832	0.209424	0.376963	0.329843	0.256545	0.272251	0.141361	0.256545	0.298429	0.136126	0.308901	576
0.256545	0.151832	0.209424	0.382199	0.329843	0.256545	0.272251	0.141361	0.256545	0.298429	0.136126	0.308901	576
0.26178	0.193717	0.21466	0.329843	0.26178	0.308901	0.225131	0.204188	0.17801	0.230366	0.256545	0.335079	576
0.308901	0.172775	0.167539	0.350785	0.287958	0.256545	0.209424	0.246073	0.172775	0.267016	0.293194	0.267016	576
0.303665	0.13089	0.209424	0.356021	0.376963	0.308901	0.146597	0.167539	0.172775	0.246073	0.314136	0.267016	576
0.235602	0.162304	0.230366	0.371728	0.308901	0.308901	0.204188	0.17801	0.21466	0.303665	0.183246	0.298429	576
0.314136	0.167539	0.183246	0.335079	0.293194	0.350785	0.21466	0.141361	0.172775	0.303665	0.240838	0.282723	576
0.287958	0.104712	0.17801	0.429319	0.267016	0.287958	0.282723	0.162304	0.193717	0.225131	0.256545	0.324607	576
0.34555	0.141361	0.204188	0.308901	0.361257	0.287958	0.230366	0.120419	0.219895	0.246073	0.287958	0.246073	576
0.21466	0.141361	0.251309	0.39267	0.350785	0.277487	0.230366	0.141361	0.17801	0.230366	0.293194	0.298429	576
0.183246	0.141361	0.319372	0.356021	0.340314	0.287958	0.198953	0.172775	0.225131	0.225131	0.256545	0.293194	576
0.28125	0.140625	0.171875	0.40625	0.322917	0.296875	0.203125	0.177083	0.140625	0.28125	0.348958	0.229167	579
0.354167	0.09375	0.234375	0.317708	0.3125	0.302083	0.260417	0.125	0.151042	0.239583	0.359375	0.25	579
0.244792	0.151042	0.21875	0.385417	0.260417	0.276042	0.25	0.213542	0.130208	0.291667	0.307292	0.270833	579
0.151042	0.151042	0.322917	0.375	0.255208	0.3125	0.255208	0.177083	0.203125	0.276042	0.255208	0.265625	579
0.244792	0.192708	0.286458	0.276042	0.270833	0.296875	0.203125	0.229167	0.28125	0.234375	0.239583	0.244792	579
0.208333	0.166667	0.307292	0.317708	0.234375	0.380208	0.166667	0.21875	0.098958	0.270833	0.213542	0.416667	579
0.244792	0.177083	0.21875	0.359375	0.265625	0.270833	0.260417	0.203125	0.171875	0.34375	0.213542	0.270833	579
0.348958	0.161458	0.21875	0.270833	0.296875	0.3125	0.234375	0.15625	0.291667	0.291667	0.239583	0.177083	579
0.21875	0.114583	0.286458	0.380208	0.369792	0.28125	0.197917	0.151042	0.1875	0.28125	0.270833	0.260417	579
0.170984	0.222798	0.316062	0.290155	0.295337	0.305699	0.212435	0.186528	0.139896	0.264249	0.279793	0.316062	582
0.300518	0.15544	0.222798	0.321244	0.26943	0.290155	0.284974	0.15544	0.176166	0.238342	0.26943	0.316062	582
0.217617	0.181347	0.264249	0.336788	0.300518	0.279793	0.253886	0.165803	0.15544	0.26943	0.305699	0.26943	582
0.259067	0.196891	0.222798	0.321244	0.134715	0.492228	0.233161	0.139896	0.088083	0.274611	0.274611	0.362694	582
0.264249	0.19171	0.181347	0.362694	0.321244	0.238342	0.295337	0.145078	0.181347	0.290155	0.310881	0.217617	582
0.248705	0.119171	0.253886	0.378238	0.248705	0.284974	0.222798	0.243523	0.202073	0.279793	0.222798	0.295337	582
0.181347	0.124352	0.300518	0.393782	0.248705	0.295337	0.222798	0.233161	0.108808	0.222798	0.290155	0.378238	582
0.26943	0.145078	0.217617	0.367876	0.34715	0.290155	0.186528	0.176166	0.186528	0.238342	0.341969	0.233161	582
0.165803	0.212435	0.295337	0.326425	0.326425	0.310881	0.227979	0.134715	0.145078	0.222798	0.284974	0.34715	582
0.360825	0.134021	0.123711	0.381443	0.304124	0.262887	0.283505	0.149485	0.170103	0.417526	0.278351	0.134021	585
0.216495	0.201031	0.268041	0.314433	0.329897	0.262887	0.180412	0.226804	0.190722	0.309278	0.273196	0.226804	585
0.21134	0.170103	0.298969	0.319588	0.298969	0.28866	0.221649	0.190722	0.242268	0.283505	0.195876	0.278351	585
0.231959	0.180412	0.268041	0.319588	0.262887	0.226804	0.309278	0.201031	0.128866	0.242268	0.298969	0.329897	585
0.257732	0.14433	0.206186	0.391753	0.283505	0.298969	0.216495	0.201031	0.195876	0.319588	0.273196	0.21134	585
0.309278	0.134021	0.149485	0.407216	0.304124	0.28866	0.257732	0.149485	0.226804	0.376289	0.247423	0.149485	585
0.201031	0.128866	0.273196	0.396907	0.309278	0.304124	0.206186	0.180412	0.242268	0.309278	0.180412	0.268041	585
0.262887	0.087629	0.335052	0.314433	0.226804	0.319588	0.283505	0.170103	0.082474	0.190722	0.35567	0.371134	585
0.246154	0.123077	0.251282	0.379487	0.25641	0.307692	0.251282	0.184615	0.189744	0.235897	0.241026	0.333333	588
0.358974	0.123077	0.128205	0.389744	0.241026	0.261538	0.323077	0.174359	0.184615	0.235897	0.358974	0.220513	588
0.266667	0.117949	0.307692	0.307692	0.266667	0.282051	0.220513	0.230769	0.164103	0.189744	0.297436	0.348718	588
0.169231	0.128205	0.307692	0.394872	0.312821	0.282051	0.189744	0.215385	0.14359	0.194872	0.282051	0.379487	588
0.220513	0.220513	0.246154	0.312821	0.184615	0.410256	0.205128	0.2	0.092308	0.261538	0.287179	0.358974	588
0.25641	0.225641	0.220513	0.297436	0.148718	0.394872	0.25641	0.2	0.164103	0.266667	0.210256	0.358974	588
0.25641	0.138462	0.333333	0.271795	0.328205	0.302564	0.215385	0.153846	0.174359	0.282051	0.205128	0.338462	588
0.220513	0.164103	0.292308	0.323077	0.251282	0.276923	0.235897	0.235897	0.2	0.189744	0.34359	0.266667	588
0.215385	0.148718	0.282051	0.353846	0.34359	0.323077	0.210256	0.123077	0.225641	0.205128	0.271795	0.297436	588
0.184615	0.246154	0.2	0.369231	0.4	0.230769	0.148718	0.220513	0.205128	0.394872	0.2	0.2	588
0.239796	0.142857	0.209184	0.408163	0.27551	0.306122	0.173469	0.244898	0.122449	0.260204	0.306122	0.311224	591
0.367347	0.214286	0.132653	0.285714	0.392857	0.285714	0.147959	0.173469	0.244898	0.316327	0.188776	0.25	591
0.25	0.107143	0.214286	0.428571	0.239796	0.321429	0.25	0.188776	0.137755	0.244898	0.316327	0.30102	591
0.22449	0.219388	0.219388	0.336735	0.372449	0.30102	0.163265	0.163265	0.255102	0.336735	0.132653	0.27551	591
0.255102	0.163265	0.265306	0.316327	0.229592	0.255102	0.280612	0.234694	0.158163	0.214286	0.352041	0.27551	591
0.229592	0.117347	0.244898	0.408163	0.341837	0.265306	0.204082	0.188776	0.234694	0.295918	0.204082	0.265306	591
0.22449	0.137755	0.260204	0.377551	0.341837	0.306122	0.178571	0.173469	0.204082	0.27551	0.311224	0.209184	591
0.321429	0.132653	0.234694	0.311224	0.270408	0.290816	0.214286	0.22449	0.357143	0.280612	0.183673	0.178571	591
0.260204	0.096939	0.229592	0.413265	0.311224	0.316327	0.168367	0.204082	0.188776	0.30102	0.214286	0.295918	591
0.321429	0.132653	0.234694	0.311224	0.27551	0.285714	0.219388	0.219388	0.362245	0.270408	0.183673	0.183673	591
0.295918	0.137755	0.22449	0.341837	0.285714	0.316327	0.255102	0.142857	0.193878	0.239796	0.265306	0.30102	591
0.204082	0.22449	0.311224	0.260204	0.219388	0.362245	0.239796	0.178571	0.168367	0.27551	0.239796	0.316327	591
0.219388	0.158163	0.25	0.372449	0.306122	0.311224	0.193878	0.188776	0.117347	0.183673	0.372449	0.326531	591
0.331633	0.183673	0.153061	0.331633	0.255102	0.346939	0.183673	0.214286	0.229592	0.433673	0.183673	0.153061	591
0.27551	0.122449	0.22449	0.377551	0.280612	0.290816	0.260204	0.168367	0.173469	0.341837	0.255102	0.229592	591
0.132653	0.091837	0.244898	0.530612	0.397959	0.255102	0.137755	0.209184	0.153061	0.30102	0.331633	0.214286	591
0.204082	0.102041	0.290816	0.403061	0.244898	0.326531	0.234694	0.193878	0.127551	0.22449	0.27551	0.372449	591
0.25	0.153061	0.234694	0.362245	0.346939	0.306122	0.163265	0.183673	0.22449	0.255102	0.260204	0.260204	591
0.269036	0.213198	0.203046	0.314721	0.253807	0.345178	0.238579	0.162437	0.269036	0.299492	0.187817	0.243655	594
0.309645	0.152284	0.187817	0.350254	0.35533	0.28934	0.182741	0.172589	0.182741	0.329949	0.274112	0.213198	594
0.284264	0.15736	0.22335	0.335025	0.360406	0.258883	0.192893	0.187817	0.167513	0.19797	0.365482	0.269036	594
0.269036	0.050761	0.228426	0.451777	0.365482	0.294416	0.228426	0.111675	0.19797	0.304569	0.15736	0.340102	594
0.19797	0.116751	0.258883	0.426396	0.28934	0.274112	0.258883	0.177665	0.192893	0.253807	0.304569	0.248731	594
0.218274	0.13198	0.238579	0.411168	0.314721	0.284264	0.218274	0.182741	0.177665	0.258883	0.218274	0.345178	594
0.28934	0.152284	0.274112	0.284264	0.152284	0.48731	0.208122	0.152284	0.182741	0.228426	0.218274	0.370558	594
0.233503	0.13198	0.233503	0.401015	0.28934	0.253807	0.253807	0.203046	0.22335	0.390863	0.203046	0.182741	594
0.313131	0.19697	0.161616	0.328283	0.262626	0.318182	0.222222	0.19697	0.252525	0.409091	0.181818	0.156566	597
0.217172	0.09596	0.277778	0.409091	0.277778	0.29798	0.252525	0.171717	0.156566	0.232323	0.267677	0.343434	597
0.20202	0.242424	0.267677	0.287879	0.186869	0.409091	0.217172	0.186869	0.151515	0.257576	0.252525	0.338384	597
0.237374	0.136364	0.212121	0.414141	0.252525	0.252525	0.292929	0.20202	0.227273	0.267677	0.30303	0.20202	597
0.222222	0.141414	0.257576	0.378788	0.287879	0.267677	0.227273	0.217172	0.222222	0.232323	0.257576	0.287879	597
0.267677	0.116162	0.318182	0.29798	0.282828	0.318182	0.191919	0.207071	0.171717	0.242424	0.277778	0.308081	597
0.257576	0.156566	0.318182	0.267677	0.353535	0.287879	0.227273	0.131313	0.19697	0.186869	0.217172	0.39899	597
0.257576	0.146465	0.267677	0.328283	0.323232	0.237374	0.176768	0.262626	0.191919	0.434343	0.166667	0.207071	597
0.20603	0.18593	0.276382	0.331658	0.306533	0.296482	0.236181	0.160804	0.20603	0.190955	0.231156	0.371859	600
0.211055	0.160804	0.306533	0.321608	0.336683	0.266332	0.211055	0.18593	0.21608	0.236181	0.286432	0.261307	600
0.246231	0.145729	0.271357	0.336683	0.361809	0.311558	0.211055	0.115578	0.211055	0.236181	0.251256	0.301508	600
0.251256	0.170854	0.271357	0.306533	0.301508	0.306533	0.20603	0.18593	0.266332	0.341709	0.160804	0.231156	600
0.236181	0.160804	0.256281	0.346734	0.336683	0.316583	0.190955	0.155779	0.135678	0.291457	0.246231	0.326633	600
0.331658	0.140704	0.241206	0.286432	0.306533	0.246231	0.311558	0.135678	0.266332	0.231156	0.241206	0.261307	600
0.28	0.155	0.17	0.395	0.33	0.195	0.33	0.145	0.27	0.335	0.2	0.195	603
0.26	0.225	0.22	0.295	0.29	0.295	0.23	0.185	0.26	0.34	0.185	0.215	603
0.305	0.16	0.235	0.3	0.355	0.25	0.17	0.225	0.115	0.26	0.28	0.345	603
0.3	0.19	0.2	0.31	0.33	0.275	0.225	0.17	0.2	0.4	0.21	0.19	603
0.205	0.135	0.305	0.355	0.36	0.285	0.15	0.205	0.155	0.26	0.22	0.365	603
0.31	0.17	0.205	0.315	0.3	0.33	0.2	0.17	0.215	0.24	0.18	0.365	603
0.305	0.225	0.24	0.23	0.31	0.26	0.205	0.225	0.2	0.395	0.16	0.245	603
0.238806	0.169154	0.228856	0.363184	0.343284	0.303483	0.21393	0.139303	0.154229	0.238806	0.303483	0.303483	606
0.363184	0.179104	0.079602	0.378109	0.253731	0.268657	0.338308	0.139303	0.318408	0.333333	0.218905	0.129353	606
0.278607	0.139303	0.243781	0.338308	0.323383	0.303483	0.208955	0.164179	0.233831	0.353234	0.164179	0.248756	606
0.218905	0.129353	0.288557	0.363184	0.273632	0.273632	0.233831	0.218905	0.119403	0.243781	0.298507	0.338308	606
0.273632	0.228856	0.268657	0.228856	0.18408	0.427861	0.218905	0.169154	0.154229	0.328358	0.199005	0.318408	606
0.253731	0.149254	0.208955	0.38806	0.288557	0.303483	0.273632	0.134328	0.174129	0.263682	0.303483	0.258706	606
0.243781	0.164179	0.253731	0.338308	0.338308	0.298507	0.218905	0.144279	0.19403	0.238806	0.248756	0.318408	606
0.19403	0.144279	0.253731	0.40796	0.308458	0.308458	0.174129	0.208955	0.223881	0.243781	0.283582	0.248756	606
0.283582	0.114428	0.233831	0.368159	0.313433	0.323383	0.174129	0.189055	0.174129	0.164179	0.363184	0.298507	606
0.258706	0.094527	0.243781	0.402985	0.303483	0.293532	0.233831	0.169154	0.154229	0.303483	0.248756	0.293532	606
0.199005	0.119403	0.263682	0.41791	0.268657	0.308458	0.243781	0.179104	0.189055	0.238806	0.253731	0.318408	606
0.358209	0.074627	0.124378	0.442786	0.343284	0.253731	0.268657	0.134328	0.18408	0.228856	0.343284	0.243781	606
0.227723	0.158416	0.242574	0.371287	0.282178	0.326733	0.217822	0.173267	0.193069	0.227723	0.267327	0.311881	609
0.252475	0.163366	0.282178	0.30198	0.346535	0.277228	0.20297	0.173267	0.20297	0.178218	0.30198	0.316832	609
0.227723	0.09901	0.277228	0.39604	0.316832	0.321782	0.178218	0.183168	0.188119	0.282178	0.217822	0.311881	609
0.339901	0.172414	0.147783	0.339901	0.325123	0.310345	0.20197	0.162562	0.256158	0.305419	0.26601	0.172414	612
0.231527	0.137931	0.315271	0.315271	0.310345	0.305419	0.162562	0.221675	0.182266	0.295567	0.275862	0.246305	612
0.320197	0.137931	0.221675	0.320197	0.344828	0.241379	0.216749	0.197044	0.187192	0.236453	0.310345	0.26601	612
0.270936	0.172414	0.216749	0.339901	0.29064	0.261084	0.275862	0.172414	0.192118	0.246305	0.197044	0.364532	612
0.241379	0.118227	0.226601	0.413793	0.280788	0.325123	0.231527	0.162562	0.241379	0.192118	0.295567	0.270936	612
0.256158	0.147783	0.261084	0.334975	0.334975	0.280788	0.221675	0.162562	0.206897	0.133005	0.344828	0.315271	612
0.231527	0.157635	0.270936	0.339901	0.251232	0.251232	0.270936	0.226601	0.137931	0.246305	0.339901	0.275862	612
0.22549	0.230392	0.22549	0.318627	0.210784	0.362745	0.240196	0.186275	0.215686	0.392157	0.176471	0.215686	615
0.284314	0.210784	0.191176	0.313725	0.191176	0.401961	0.210784	0.196078	0.083333	0.215686	0.392157	0.308824	615
0.127451	0.235294	0.303922	0.333333	0.259804	0.289216	0.284314	0.166667	0.22549	0.259804	0.147059	0.367647	615
0.382353	0.151961	0.147059	0.318627	0.357843	0.323529	0.161765	0.156863	0.235294	0.343137	0.27451	0.147059	615
0.20098	0.161765	0.210784	0.426471	0.27451	0.284314	0.25	0.191176	0.191176	0.210784	0.235294	0.362745	615
0.243902	0.204878	0.204878	0.346341	0.346341	0.2	0.219512	0.234146	0.136585	0.312195	0.307317	0.243902	618
0.195122	0.258537	0.209756	0.336585	0.35122	0.282927	0.180488	0.185366	0.312195	0.326829	0.185366	0.17561	618
0.234146	0.195122	0.243902	0.326829	0.297561	0.307317	0.239024	0.156098	0.2	0.341463	0.15122	0.307317	618
0.22439	0.2	0.22439	0.35122	0.331707	0.204878	0.22439	0.239024	0.15122	0.292683	0.360976	0.195122	618
0.190244	0.170732	0.292683	0.346341	0.282927	0.234146	0.258537	0.22439	0.180488	0.243902	0.317073	0.258537	618
0.24878	0.209756	0.214634	0.326829	0.156098	0.35122	0.234146	0.258537	0.2	0.214634	0.341463	0.243902	618
0.204878	0.170732	0.229268	0.395122	0.17561	0.434146	0.234146	0.156098	0.165854	0.239024	0.331707	0.263415	618
0.204878	0.136585	0.214634	0.443902	0.239024	0.278049	0.307317	0.17561	0.180488	0.17561	0.312195	0.331707	618
0.24878	0.141463	0.273171	0.336585	0.321951	0.268293	0.219512	0.190244	0.170732	0.263415	0.287805	0.278049	618
0.223301	0.097087	0.281553	0.398058	0.320388	0.291262	0.257282	0.131068	0.184466	0.296117	0.247573	0.271845	621
0.247573	0.174757	0.247573	0.330097	0.320388	0.281553	0.237864	0.160194	0.252427	0.291262	0.213592	0.242718	621
0.276699	0.150485	0.262136	0.31068	0.320388	0.315534	0.203883	0.160194	0.169903	0.315534	0.228155	0.286408	621
0.247573	0.121359	0.23301	0.398058	0.300971	0.247573	0.291262	0.160194	0.223301	0.257282	0.228155	0.291262	621
0.169903	0.237864	0.262136	0.330097	0.179612	0.383495	0.228155	0.208738	0.131068	0.286408	0.203883	0.378641	621
0.257282	0.106796	0.194175	0.441748	0.349515	0.257282	0.23301	0.160194	0.218447	0.315534	0.208738	0.257282	621
0.31068	0.106796	0.26699	0.315534	0.334951	0.281553	0.194175	0.18932	0.203883	0.174757	0.354369	0.26699	621
0.247573	0.121359	0.271845	0.359223	0.354369	0.257282	0.179612	0.208738	0.15534	0.334951	0.223301	0.286408	621
0.252427	0.18932	0.218447	0.339806	0.15534	0.417476	0.213592	0.213592	0.106796	0.300971	0.252427	0.339806	621
0.262136	0.199029	0.242718	0.296117	0.179612	0.393204	0.26699	0.160194	0.145631	0.252427	0.218447	0.383495	621
0.247573	0.15534	0.237864	0.359223	0.364078	0.247573	0.252427	0.135922	0.179612	0.199029	0.334951	0.286408	621
0.199029	0.092233	0.26699	0.441748	0.271845	0.291262	0.242718	0.194175	0.208738	0.257282	0.286408	0.247573	621
0.256039	0.130435	0.198068	0.415459	0.144928	0.429952	0.227053	0.198068	0.164251	0.26087	0.280193	0.294686	624
0.26087	0.169082	0.198068	0.371981	0.280193	0.299517	0.256039	0.164251	0.246377	0.2657	0.227053	0.26087	624
0.294686	0.21256	0.202899	0.289855	0.338164	0.328502	0.164251	0.169082	0.294686	0.342995	0.198068	0.164251	624
0.26087	0.149758	0.256039	0.333333	0.304348	0.318841	0.217391	0.15942	0.154589	0.275362	0.280193	0.289855	624
0.270531	0.144928	0.304348	0.280193	0.357488	0.246377	0.207729	0.188406	0.164251	0.2657	0.309179	0.26087	624
0.415459	0.188406	0.164251	0.231884	0.318841	0.352657	0.188406	0.140097	0.222222	0.352657	0.21256	0.21256	624
0.222222	0.135266	0.31401	0.328502	0.270531	0.280193	0.227053	0.222222	0.173913	0.236715	0.256039	0.333333	624
0.280193	0.169082	0.289855	0.26087	0.318841	0.280193	0.173913	0.227053	0.169082	0.236715	0.270531	0.323671	624
0.227053	0.111111	0.309179	0.352657	0.396135	0.227053	0.125604	0.251208	0.178744	0.241546	0.285024	0.294686	624
0.246377	0.154589	0.256039	0.342995	0.342995	0.280193	0.202899	0.173913	0.173913	0.328502	0.270531	0.227053	624
0.222222	0.125604	0.318841	0.333333	0.333333	0.342995	0.173913	0.149758	0.207729	0.299517	0.227053	0.2657	624
0.278846	0.206731	0.235577	0.278846	0.394231	0.264423	0.134615	0.206731	0.197115	0.307692	0.293269	0.201923	627
0.221154	0.182692	0.302885	0.293269	0.307692	0.307692	0.221154	0.163462	0.144231	0.245192	0.288462	0.322115	627
0.240385	0.149038	0.264423	0.346154	0.302885	0.298077	0.211538	0.1875	0.206731	0.235577	0.254808	0.302885	627
0.264423	0.182692	0.197115	0.355769	0.3125	0.298077	0.254808	0.134615	0.201923	0.346154	0.216346	0.235577	627
0.298077	0.225962	0.168269	0.307692	0.25	0.254808	0.221154	0.274038	0.230769	0.254808	0.317308	0.197115	627
0.302885	0.067308	0.225962	0.403846	0.302885	0.336538	0.197115	0.163462	0.192308	0.201923	0.317308	0.288462	627
0.346154	0.197115	0.206731	0.25	0.389423	0.245192	0.168269	0.197115	0.240385	0.365385	0.221154	0.173077	627
0.1875	0.125	0.307692	0.379808	0.288462	0.307692	0.216346	0.1875	0.216346	0.264423	0.163462	0.355769	627
0.158654	0.269231	0.317308	0.254808	0.125	0.423077	0.254808	0.197115	0.100962	0.221154	0.298077	0.379808	627
0.245192	0.168269	0.192308	0.394231	0.360577	0.302885	0.216346	0.120192	0.177885	0.298077	0.1875	0.336538	627
0.296651	0.133971	0.267943	0.301435	0.358852	0.282297	0.177033	0.181818	0.248804	0.272727	0.253589	0.22488	630
0.248804	0.186603	0.267943	0.296651	0.320574	0.291866	0.196172	0.191388	0.215311	0.287081	0.162679	0.334928	630
0.282297	0.162679	0.157895	0.397129	0.277512	0.248804	0.272727	0.200957	0.196172	0.315789	0.23445	0.253589	630
0.229665	0.119617	0.239234	0.411483	0.311005	0.311005	0.181818	0.196172	0.23445	0.263158	0.215311	0.287081	630
0.258373	0.220096	0.244019	0.277512	0.248804	0.382775	0.215311	0.15311	0.23445	0.373206	0.229665	0.162679	630
0.229665	0.148325	0.244019	0.37799	0.282297	0.311005	0.186603	0.220096	0.200957	0.30622	0.22488	0.267943	630
0.282297	0.086124	0.181818	0.449761	0.287081	0.282297	0.220096	0.210526	0.196172	0.315789	0.30622	0.181818	630
0.239234	0.172249	0.282297	0.30622	0.196172	0.397129	0.215311	0.191388	0.162679	0.177033	0.296651	0.363636	630
0.395238	0.209524	0.152381	0.242857	0.319048	0.352381	0.185714	0.142857	0.266667	0.352381	0.209524	0.171429	633
0.257143	0.190476	0.219048	0.333333	0.304762	0.252381	0.271429	0.171429	0.228571	0.22381	0.295238	0.252381	633
0.295238	0.119048	0.219048	0.366667	0.252381	0.285714	0.228571	0.233333	0.166667	0.266667	0.309524	0.257143	633
0.319048	0.257143	0.166667	0.257143	0.32381	0.309524	0.152381	0.214286	0.280952	0.385714	0.17619	0.157143	633
0.371429	0.190476	0.128571	0.309524	0.342857	0.319048	0.180952	0.157143	0.319048	0.385714	0.114286	0.180952	633
0.247619	0.171429	0.295238	0.285714	0.338095	0.242857	0.185714	0.233333	0.180952	0.27619	0.257143	0.285714	633
0.280952	0.133333	0.266667	0.319048	0.333333	0.309524	0.195238	0.161905	0.204762	0.247619	0.261905	0.285714	633
0.261905	0.119048	0.271429	0.347619	0.347619	0.285714	0.2	0.166667	0.180952	0.247619	0.214286	0.357143	633
0.238095	0.161905	0.27619	0.32381	0.247619	0.285714	0.3	0.166667	0.157143	0.238095	0.27619	0.328571	633
0.298578	0.127962	0.236967	0.336493	0.322275	0.293839	0.227488	0.156398	0.180095	0.298578	0.274882	0.246445	636
0.232227	0.251185	0.293839	0.222749	0.222749	0.393365	0.218009	0.165877	0.208531	0.246445	0.199052	0.345972	636
0.2891	0.099526	0.203791	0.407583	0.374408	0.251185	0.274882	0.099526	0.298578	0.293839	0.156398	0.251185	636
0.189573	0.208531	0.336493	0.265403	0.246445	0.331754	0.184834	0.236967	0.156398	0.298578	0.21327	0.331754	636
0.236967	0.208531	0.227488	0.327014	0.165877	0.398104	0.21327	0.222749	0.161137	0.303318	0.236967	0.298578	636
0.260664	0.146919	0.246445	0.345972	0.241706	0.308057	0.251185	0.199052	0.175355	0.21327	0.227488	0.383886	636
0.28436	0.118483	0.293839	0.303318	0.35545	0.260664	0.251185	0.132701	0.146919	0.255924	0.227488	0.369668	636
0.28436	0.208531	0.208531	0.298578	0.21327	0.398104	0.203791	0.184834	0.113744	0.203791	0.341232	0.341232	636
0.170616	0.113744	0.2891	0.42654	0.260664	0.293839	0.260664	0.184834	0.180095	0.236967	0.255924	0.327014	636
0.25	0.169811	0.240566	0.339623	0.278302	0.320755	0.259434	0.141509	0.193396	0.240566	0.183962	0.382075	639
0.264151	0.179245	0.183962	0.372642	0.25	0.278302	0.259434	0.212264	0.193396	0.325472	0.240566	0.240566	639
0.287736	0.240566	0.165094	0.306604	0.212264	0.410377	0.216981	0.160377	0.165094	0.325472	0.221698	0.287736	639
0.231132	0.127358	0.25	0.391509	0.311321	0.287736	0.231132	0.169811	0.141509	0.283019	0.316038	0.259434	639
0.226415	0.165094	0.268868	0.339623	0.278302	0.283019	0.240566	0.198113	0.193396	0.240566	0.231132	0.334906	639
0.231132	0.136792	0.306604	0.325472	0.29717	0.311321	0.212264	0.179245	0.132075	0.273585	0.273585	0.320755	639
0.245283	0.136792	0.268868	0.349057	0.330189	0.264151	0.226415	0.179245	0.174528	0.20283	0.339623	0.283019	639
0.283019	0.25	0.141509	0.325472	0.311321	0.169811	0.226415	0.292453	0.146226	0.363208	0.311321	0.179245	639
0.226415	0.099057	0.349057	0.325472	0.316038	0.259434	0.268868	0.15566	0.20283	0.221698	0.221698	0.353774	639
0.207547	0.165094	0.254717	0.372642	0.316038	0.226415	0.273585	0.183962	0.141509	0.306604	0.29717	0.254717	639
0.239437	0.150235	0.286385	0.323944	0.319249	0.309859	0.201878	0.169014	0.215962	0.328638	0.187793	0.267606	642
0.225352	0.164319	0.342723	0.267606	0.352113	0.2723	0.244131	0.131455	0.206573	0.276995	0.206573	0.309859	642
0.239437	0.093897	0.253521	0.413146	0.295775	0.305164	0.215962	0.183099	0.169014	0.2723	0.295775	0.262911	642
0.258216	0.103286	0.29108	0.347418	0.276995	0.253521	0.309859	0.159624	0.183099	0.225352	0.239437	0.352113	642
0.234742	0.112676	0.328638	0.323944	0.253521	0.319249	0.234742	0.192488	0.150235	0.211268	0.366197	0.2723	642
0.323944	0.117371	0.192488	0.366197	0.309859	0.319249	0.201878	0.169014	0.244131	0.258216	0.239437	0.258216	642
0.197183	0.169014	0.244131	0.389671	0.328638	0.258216	0.215962	0.197183	0.169014	0.276995	0.276995	0.276995	642
0.239437	0.103286	0.220657	0.43662	0.230047	0.309859	0.29108	0.169014	0.173709	0.248826	0.234742	0.342723	642
0.286385	0.15493	0.248826	0.309859	0.338028	0.319249	0.178404	0.164319	0.15493	0.276995	0.286385	0.28169	642
0.309859	0.15493	0.220657	0.314554	0.446009	0.201878	0.173709	0.178404	0.338028	0.211268	0.239437	0.211268	642
0.230047	0.15493	0.220657	0.394366	0.314554	0.309859	0.206573	0.169014	0.14554	0.244131	0.28169	0.328638	642
0.247664	0.088785	0.228972	0.434579	0.350467	0.280374	0.21028	0.158879	0.191589	0.280374	0.285047	0.242991	645
0.275701	0.172897	0.271028	0.280374	0.294393	0.303738	0.214953	0.186916	0.219626	0.303738	0.214953	0.261682	645
0.233645	0.102804	0.285047	0.378505	0.341121	0.28972	0.224299	0.14486	0.172897	0.252336	0.219626	0.35514	645
0.186916	0.196262	0.275701	0.341121	0.28972	0.285047	0.252336	0.172897	0.21028	0.280374	0.182243	0.327103	645
0.233645	0.102804	0.341121	0.32243	0.303738	0.303738	0.214953	0.17757	0.214953	0.168224	0.28972	0.327103	645
0.24186	0.190698	0.251163	0.316279	0.32093	0.316279	0.209302	0.153488	0.297674	0.265116	0.209302	0.227907	648
0.2	0.153488	0.297674	0.348837	0.306977	0.311628	0.186047	0.195349	0.195349	0.27907	0.237209	0.288372	648
0.27907	0.148837	0.255814	0.316279	0.353488	0.311628	0.2	0.134884	0.186047	0.24186	0.339535	0.232558	648
0.209302	0.130233	0.274419	0.386047	0.339535	0.283721	0.2	0.176744	0.209302	0.265116	0.204651	0.32093	648
0.316279	0.209302	0.181395	0.293023	0.15814	0.44186	0.209302	0.190698	0.153488	0.27907	0.251163	0.316279	648
0.232558	0.148837	0.223256	0.395349	0.283721	0.283721	0.269767	0.162791	0.176744	0.24186	0.372093	0.209302	648
0.190698	0.209302	0.213953	0.386047	0.35814	0.269767	0.246512	0.125581	0.162791	0.237209	0.227907	0.372093	648
0.232558	0.102326	0.260465	0.404651	0.293023	0.344186	0.190698	0.172093	0.190698	0.255814	0.265116	0.288372	648
0.218605	0.172093	0.302326	0.306977	0.316279	0.265116	0.223256	0.195349	0.176744	0.302326	0.237209	0.283721	648
0.269767	0.125581	0.255814	0.348837	0.311628	0.293023	0.24186	0.153488	0.2	0.32093	0.190698	0.288372	648
0.302326	0.15814	0.172093	0.367442	0.24186	0.4	0.181395	0.176744	0.246512	0.27907	0.223256	0.251163	648
0.218605	0.148837	0.255814	0.376744	0.274419	0.293023	0.218605	0.213953	0.223256	0.232558	0.274419	0.269767	648
